Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,Prof_Cat
Standard Class,Corporate,Plantation,Florida,South,Furniture,Furnishings,6.41,3,0.2,1.44,FL,Profit
Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Supplies,33.8,5,0.2,4.22,AZ,Profit
Second Class,Home Office,Jackson,Michigan,Central,Technology,Phones,377.97,3,0.0,94.49,MI,Profit
Standard Class,Home Office,Quincy,Massachusetts,East,Technology,Accessories,258.9,10,0.0,93.2,MA,Profit
Standard Class,Home Office,Quincy,Massachusetts,East,Office Supplies,Paper,24.56,2,0.0,11.54,MA,Profit
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Labels,27.89,7,0.2,9.06,OR,Profit
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Binders,6.46,4,0.7,-4.52,OR,Loss
Standard Class,Consumer,Salem,Oregon,West,Technology,Phones,52.68,3,0.2,19.76,OR,Profit
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Supplies,13.88,5,0.2,-2.6,OR,Loss
Standard Class,Consumer,Salem,Oregon,West,Technology,Accessories,103.92,10,0.2,-18.19,OR,Loss
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Labels,11.52,5,0.2,3.74,OR,Profit
Standard Class,Consumer,Salem,Oregon,West,Office Supplies,Storage,39.07,3,0.2,2.93,OR,Profit
Standard Class,Home Office,Troy,Ohio,East,Office Supplies,Envelopes,8.87,1,0.2,3.22,OH,Profit
Standard Class,Home Office,Troy,Ohio,East,Office Supplies,Binders,121.1,6,0.7,-100.92,OH,Loss
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,127.37,2,0.3,-30.93,PA,Loss
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,47.95,3,0.2,16.18,PA,Profit
Standard Class,Corporate,San Diego,California,West,Furniture,Furnishings,44.46,2,0.0,14.67,CA,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Fasteners,15.8,4,0.0,5.06,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Technology,Machines,464.97,3,0.0,209.24,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Furniture,Furnishings,181.96,2,0.0,20.02,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Labels,12.39,3,0.0,5.7,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Binders,84.09,3,0.0,42.04,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Art,79.36,4,0.0,32.54,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Binders,153.36,9,0.0,70.55,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Binders,43.68,6,0.0,21.4,MD,Profit
Standard Class,Consumer,Clinton,Maryland,East,Office Supplies,Storage,98.21,7,0.0,28.48,MD,Profit
Standard Class,Consumer,Riverside,California,West,Office Supplies,Art,9.84,3,0.0,3.25,CA,Profit
Standard Class,Consumer,Port Saint Lucie,Florida,South,Office Supplies,Binders,2.69,2,0.7,-2.24,FL,Loss
Second Class,Consumer,Mesa,Arizona,West,Office Supplies,Paper,25.34,6,0.2,7.92,AZ,Profit
Second Class,Consumer,Mesa,Arizona,West,Office Supplies,Envelopes,43.92,5,0.2,15.92,AZ,Profit
Second Class,Corporate,Denver,Colorado,West,Technology,Machines,59.99,2,0.7,-46.0,CO,Loss
Second Class,Corporate,Denver,Colorado,West,Technology,Copiers,439.99,1,0.2,165.0,CO,Profit
Second Class,Corporate,Denver,Colorado,West,Technology,Phones,87.96,5,0.2,30.79,CO,Profit
Second Class,Corporate,Denver,Colorado,West,Furniture,Furnishings,15.49,4,0.2,3.68,CO,Profit
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Binders,232.96,7,0.0,116.48,VA,Profit
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Envelopes,66.54,6,0.0,32.6,VA,Profit
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Appliances,43.26,3,0.0,14.28,VA,Profit
Second Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,141.96,2,0.0,22.71,WA,Profit
Standard Class,Corporate,Tempe,Arizona,West,Office Supplies,Storage,79.4,5,0.2,5.96,AZ,Profit
Second Class,Home Office,Yonkers,New York,East,Technology,Accessories,163.96,4,0.0,70.5,NY,Profit
Standard Class,Corporate,Rochester,New York,East,Furniture,Furnishings,37.93,1,0.0,6.83,NY,Profit
Second Class,Corporate,Toledo,Ohio,East,Furniture,Furnishings,15.17,2,0.2,3.79,OH,Profit
Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,Art,24.78,6,0.0,6.94,AL,Profit
Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,Binders,19.14,3,0.0,8.8,AL,Profit
Standard Class,Corporate,Decatur,Alabama,South,Technology,Copiers,899.97,3,0.0,314.99,AL,Profit
Standard Class,Corporate,Decatur,Alabama,South,Office Supplies,Paper,32.4,5,0.0,15.55,AL,Profit
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,23.83,3,0.2,6.55,TX,Profit
Standard Class,Corporate,Mesquite,Texas,Central,Furniture,Furnishings,6.37,2,0.6,-2.55,TX,Loss
Standard Class,Corporate,Mesquite,Texas,Central,Office Supplies,Appliances,34.18,3,0.8,-87.15,TX,Loss
Standard Class,Corporate,Mesquite,Texas,Central,Technology,Accessories,5.54,7,0.2,1.66,TX,Profit
First Class,Corporate,Los Angeles,California,West,Furniture,Tables,510.24,3,0.2,6.38,CA,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,204.95,5,0.0,100.43,CA,Profit
First Class,Consumer,Seattle,Washington,West,Technology,Accessories,11.54,1,0.0,3.46,WA,Profit
First Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,162.6,3,0.0,34.15,WA,Profit
Second Class,Consumer,Olympia,Washington,West,Office Supplies,Paper,45.68,2,0.0,21.01,WA,Profit
Second Class,Consumer,Olympia,Washington,West,Furniture,Chairs,603.92,5,0.2,45.29,WA,Profit
Standard Class,Home Office,Omaha,Nebraska,Central,Office Supplies,Fasteners,23.55,5,0.0,1.18,NE,Profit
Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Supplies,5.04,2,0.0,0.15,GA,Profit
Standard Class,Consumer,Columbus,Georgia,South,Technology,Accessories,249.95,5,0.0,107.48,GA,Profit
Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Art,33.4,5,0.0,12.36,IN,Profit
Standard Class,Home Office,Jackson,Mississippi,South,Furniture,Furnishings,18.92,4,0.0,7.38,MS,Profit
Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,Binders,15.42,2,0.0,6.94,MS,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,35.71,8,0.2,2.23,TX,Profit
Standard Class,Corporate,Phoenix,Arizona,West,Office Supplies,Binders,551.98,5,0.7,-459.99,AZ,Loss
First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,7.06,3,0.2,2.2,IL,Profit
Standard Class,Corporate,Denver,Colorado,West,Office Supplies,Appliances,18.72,2,0.2,3.51,CO,Profit
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Storage,360.38,2,0.0,93.7,DE,Profit
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Art,11.16,2,0.0,2.79,DE,Profit
Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Labels,14.94,3,0.0,6.87,DE,Profit
Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,Storage,41.96,2,0.0,7.97,MD,Profit
Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,Storage,636.86,7,0.0,0.0,MD,Profit
Standard Class,Corporate,Clinton,Maryland,East,Technology,Phones,499.99,1,0.0,130.0,MD,Profit
Standard Class,Corporate,Clinton,Maryland,East,Technology,Phones,1259.93,7,0.0,327.58,MD,Profit
Standard Class,Corporate,Clinton,Maryland,East,Office Supplies,Binders,65.08,4,0.0,31.89,MD,Profit
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,26.38,1,0.0,12.13,NY,Profit
Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,71.97,3,0.0,16.55,NY,Profit
Same Day,Consumer,Newark,Delaware,East,Technology,Phones,129.98,2,0.0,62.39,DE,Profit
Same Day,Consumer,Newark,Delaware,East,Office Supplies,Binders,32.54,2,0.0,15.94,DE,Profit
Standard Class,Consumer,Jackson,Michigan,Central,Technology,Phones,10.9,1,0.0,3.05,MI,Profit
Standard Class,Consumer,Jackson,Michigan,Central,Technology,Accessories,59.98,2,0.0,25.19,MI,Profit
Standard Class,Consumer,Jackson,Michigan,Central,Office Supplies,Appliances,61.93,1,0.1,23.4,MI,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,16.52,4,0.0,7.6,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,60.12,9,0.0,28.86,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,49.54,3,0.2,17.34,NY,Profit
Same Day,Consumer,Rock Hill,South Carolina,South,Office Supplies,Fasteners,11.85,3,0.0,3.79,SC,Profit
Second Class,Consumer,Columbus,Georgia,South,Office Supplies,Storage,118.25,5,0.0,34.29,GA,Profit
Second Class,Consumer,Columbus,Georgia,South,Furniture,Chairs,368.97,3,0.0,81.17,GA,Profit
Second Class,Corporate,Inglewood,California,West,Furniture,Furnishings,198.46,2,0.0,99.23,CA,Profit
Second Class,Corporate,Inglewood,California,West,Office Supplies,Appliances,321.92,4,0.0,96.58,CA,Profit
Second Class,Corporate,Inglewood,California,West,Technology,Copiers,879.98,2,0.2,329.99,CA,Profit
Second Class,Corporate,Inglewood,California,West,Office Supplies,Supplies,28.4,5,0.0,8.24,CA,Profit
Second Class,Corporate,Inglewood,California,West,Furniture,Chairs,230.28,3,0.2,23.03,CA,Profit
Second Class,Corporate,Inglewood,California,West,Office Supplies,Paper,116.28,3,0.0,56.98,CA,Profit
Second Class,Corporate,Inglewood,California,West,Office Supplies,Binders,841.57,2,0.2,294.55,CA,Profit
Second Class,Corporate,Inglewood,California,West,Office Supplies,Storage,354.9,5,0.0,17.74,CA,Profit
First Class,Corporate,Odessa,Texas,Central,Office Supplies,Paper,42.78,7,0.2,15.51,TX,Profit
First Class,Corporate,Odessa,Texas,Central,Furniture,Chairs,563.43,5,0.3,-56.34,TX,Loss
Standard Class,Consumer,Newark,Ohio,East,Office Supplies,Art,111.1,7,0.2,8.33,OH,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,11.68,2,0.0,5.49,CA,Profit
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,16.9,2,0.0,5.07,CA,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,24.4,2,0.0,10.25,CA,Profit
Standard Class,Consumer,Everett,Massachusetts,East,Office Supplies,Paper,87.6,5,0.0,42.05,MA,Profit
Second Class,Corporate,West Allis,Wisconsin,Central,Furniture,Bookcases,241.96,2,0.0,24.2,WI,Profit
Second Class,Corporate,West Allis,Wisconsin,Central,Office Supplies,Binders,8.52,3,0.0,4.17,WI,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.79,3,0.8,-3.04,IL,Loss
Standard Class,Corporate,Houston,Texas,Central,Furniture,Tables,99.37,2,0.3,-1.42,TX,Loss
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Art,1.34,1,0.2,0.5,TX,Profit
Second Class,Home Office,Houston,Texas,Central,Technology,Phones,119.96,5,0.2,12.0,TX,Profit
Second Class,Corporate,Hialeah,Florida,South,Furniture,Chairs,1013.83,9,0.2,101.38,FL,Profit
Second Class,Corporate,Hialeah,Florida,South,Office Supplies,Fasteners,1.98,2,0.2,0.67,FL,Profit
Standard Class,Consumer,San Francisco,California,West,Furniture,Tables,2003.52,6,0.2,-325.57,CA,Loss
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,82.37,2,0.2,-19.56,PA,Loss
Second Class,Consumer,Columbia,South Carolina,South,Technology,Accessories,62.91,3,0.0,22.65,SC,Profit
Second Class,Consumer,Miami,Florida,South,Office Supplies,Fasteners,6.91,3,0.2,2.33,FL,Profit
Second Class,Consumer,Miami,Florida,South,Technology,Accessories,383.98,3,0.2,81.59,FL,Profit
Second Class,Consumer,Miami,Florida,South,Office Supplies,Paper,10.37,2,0.2,3.63,FL,Profit
Second Class,Consumer,Miami,Florida,South,Technology,Accessories,335.94,7,0.2,41.99,FL,Profit
Standard Class,Home Office,Chula Vista,California,West,Furniture,Furnishings,665.88,6,0.0,106.54,CA,Profit
Second Class,Home Office,Miami,Florida,South,Technology,Phones,71.98,3,0.2,9.0,FL,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,37.94,2,0.0,18.21,NY,Profit
Standard Class,Home Office,Manhattan,Kansas,Central,Technology,Phones,273.96,2,0.0,10.96,KS,Profit
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,269.98,3,0.4,40.5,PA,Profit
Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,Paper,8.9,3,0.2,3.34,TN,Profit
Second Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,720.06,4,0.2,-63.01,TN,Loss
Standard Class,Home Office,Fort Lauderdale,Florida,South,Technology,Accessories,41.42,2,0.2,8.28,FL,Profit
Standard Class,Home Office,Columbus,Ohio,East,Office Supplies,Binders,3.13,2,0.7,-2.61,OH,Loss
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,1085.42,7,0.0,282.21,CA,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,3.91,1,0.2,1.03,TX,Profit
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,62.38,3,0.2,7.02,TX,Profit
Standard Class,Home Office,Omaha,Nebraska,Central,Office Supplies,Fasteners,29.05,5,0.0,9.01,NE,Profit
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,180.96,6,0.2,67.86,CA,Profit
First Class,Corporate,Altoona,Pennsylvania,East,Office Supplies,Binders,4.42,3,0.7,-3.39,PA,Loss
First Class,Corporate,Altoona,Pennsylvania,East,Office Supplies,Art,16.03,6,0.2,2.2,PA,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,29.79,3,0.0,12.51,NY,Profit
Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,57.23,1,0.0,14.31,CA,Profit
Standard Class,Consumer,San Diego,California,West,Furniture,Tables,333.0,3,0.2,-16.65,CA,Loss
Standard Class,Consumer,San Diego,California,West,Office Supplies,Art,36.44,4,0.0,12.03,CA,Profit
First Class,Consumer,Miami,Florida,South,Office Supplies,Paper,251.64,3,0.2,88.07,FL,Profit
First Class,Corporate,Greensboro,North Carolina,South,Furniture,Tables,523.76,3,0.4,-192.05,NC,Loss
First Class,Corporate,Greensboro,North Carolina,South,Technology,Phones,1359.96,5,0.2,119.0,NC,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Furniture,Chairs,102.59,1,0.2,10.26,NC,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,22.7,1,0.2,5.96,NC,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,93.02,3,0.2,33.72,NC,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Supplies,12.77,2,0.2,1.44,NC,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Envelopes,35.01,4,0.2,13.13,NC,Profit
Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,39.15,1,0.2,14.68,NC,Profit
Standard Class,Corporate,Plantation,Florida,South,Office Supplies,Art,11.76,5,0.2,1.32,FL,Profit
Standard Class,Corporate,Plantation,Florida,South,Office Supplies,Binders,5.24,2,0.7,-4.02,FL,Loss
Standard Class,Corporate,Plantation,Florida,South,Office Supplies,Binders,4.66,3,0.7,-3.73,FL,Loss
Standard Class,Corporate,Plantation,Florida,South,Furniture,Chairs,523.92,5,0.2,-72.04,FL,Loss
Standard Class,Corporate,Plantation,Florida,South,Technology,Phones,100.79,1,0.2,10.08,FL,Profit
Standard Class,Corporate,Plantation,Florida,South,Furniture,Chairs,146.14,3,0.2,16.44,FL,Profit
Same Day,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,Labels,25.06,2,0.0,11.78,WI,Profit
Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,Labels,19.82,6,0.2,6.44,IL,Profit
Same Day,Consumer,Jacksonville,Florida,South,Technology,Phones,823.96,5,0.2,51.5,FL,Profit
Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,15.98,2,0.2,5.0,FL,Profit
Standard Class,Consumer,Mobile,Alabama,South,Furniture,Tables,801.96,2,0.0,200.49,AL,Profit
Standard Class,Consumer,Mobile,Alabama,South,Technology,Phones,59.97,3,0.0,0.0,AL,Profit
Standard Class,Consumer,Mobile,Alabama,South,Furniture,Chairs,1056.86,7,0.0,306.49,AL,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,12.82,3,0.2,4.33,NY,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,314.35,3,0.2,-15.72,NY,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,18.98,2,0.0,8.92,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,18.24,6,0.2,6.16,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,991.2,6,0.0,257.71,NY,Profit
Standard Class,Consumer,New York City,New York,East,Technology,Copiers,879.98,2,0.2,329.99,NY,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,12.96,9,0.2,4.54,NY,Profit
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,107.44,10,0.2,10.74,TX,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,1458.65,5,0.0,423.01,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,26.64,1,0.0,7.46,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Chairs,476.8,2,0.0,119.2,MI,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Appliances,87.44,2,0.1,18.46,MI,Profit
Standard Class,Consumer,Dover,Delaware,East,Furniture,Furnishings,76.14,3,0.0,26.65,DE,Profit
Standard Class,Consumer,Dover,Delaware,East,Office Supplies,Binders,19.96,2,0.0,9.38,DE,Profit
Same Day,Corporate,Columbus,Ohio,East,Technology,Phones,1049.97,5,0.4,-209.99,OH,Loss
Same Day,Corporate,Columbus,Ohio,East,Furniture,Chairs,611.06,3,0.3,-34.92,OH,Loss
Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Fasteners,2.37,2,0.2,0.83,AZ,Profit
Standard Class,Corporate,Glendale,Arizona,West,Office Supplies,Paper,19.01,3,0.2,6.89,AZ,Profit
Standard Class,Consumer,North Las Vegas,Nevada,West,Technology,Phones,911.98,2,0.2,114.0,NV,Profit
Standard Class,Consumer,North Las Vegas,Nevada,West,Furniture,Chairs,674.35,3,0.2,-109.58,NV,Loss
Standard Class,Consumer,North Las Vegas,Nevada,West,Furniture,Furnishings,134.01,9,0.0,36.18,NV,Profit
Standard Class,Consumer,North Las Vegas,Nevada,West,Technology,Accessories,170.97,3,0.0,70.1,NV,Profit
Standard Class,Corporate,Bristol,Tennessee,South,Furniture,Chairs,170.35,3,0.2,10.65,TN,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,7.18,2,0.2,2.24,CA,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,6.28,2,0.0,0.06,CA,Profit
First Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,480.74,2,0.0,14.42,CA,Profit
First Class,Corporate,Los Angeles,California,West,Furniture,Bookcases,617.0,6,0.15,-36.29,CA,Loss
First Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,141.4,5,0.0,38.18,CA,Profit
Second Class,Home Office,Canton,Michigan,Central,Office Supplies,Storage,501.81,3,0.0,0.0,MI,Profit
First Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Binders,691.96,4,0.0,318.3,AR,Profit
First Class,Consumer,Fayetteville,Arkansas,South,Technology,Accessories,34.95,5,0.0,15.38,AR,Profit
Standard Class,Corporate,Springfield,Missouri,Central,Office Supplies,Paper,85.96,7,0.0,40.4,MO,Profit
Same Day,Home Office,Quincy,Massachusetts,East,Furniture,Furnishings,85.3,2,0.0,14.5,MA,Profit
First Class,Consumer,Rockford,Illinois,Central,Office Supplies,Binders,33.57,8,0.8,-53.71,IL,Loss
Standard Class,Home Office,San Francisco,California,West,Furniture,Furnishings,4.95,1,0.0,2.18,CA,Profit
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Storage,26.4,5,0.0,0.0,CA,Profit
Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,3.56,3,0.8,-6.24,TX,Loss
Second Class,Consumer,San Antonio,Texas,Central,Technology,Phones,823.96,5,0.2,51.5,TX,Profit
Second Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,10.27,3,0.2,0.9,TX,Profit
Same Day,Consumer,Thornton,Colorado,West,Technology,Accessories,447.94,7,0.2,89.59,CO,Profit
Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Tables,480.96,3,0.5,-269.34,IL,Loss
Standard Class,Home Office,Chicago,Illinois,Central,Technology,Phones,124.79,1,0.2,10.92,IL,Profit
Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,40.18,3,0.2,14.56,NY,Profit
Standard Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,10.9,3,0.2,3.95,NY,Profit
Second Class,Consumer,San Diego,California,West,Office Supplies,Art,10.64,4,0.0,2.77,CA,Profit
Standard Class,Consumer,Champaign,Illinois,Central,Furniture,Furnishings,151.96,5,0.6,-182.35,IL,Loss
Second Class,Consumer,San Francisco,California,West,Technology,Accessories,238.0,2,0.0,38.08,CA,Profit
Second Class,Consumer,Lawrence,Indiana,Central,Technology,Accessories,155.34,6,0.0,55.92,IN,Profit
Second Class,Consumer,San Diego,California,West,Technology,Accessories,148.32,9,0.0,63.78,CA,Profit
Second Class,Consumer,San Diego,California,West,Furniture,Chairs,240.78,1,0.2,27.09,CA,Profit
Second Class,Consumer,San Diego,California,West,Furniture,Chairs,191.97,7,0.2,16.8,CA,Profit
Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,11.56,2,0.0,5.66,CA,Profit
Second Class,Consumer,San Diego,California,West,Office Supplies,Envelopes,11.8,4,0.0,5.66,CA,Profit
Second Class,Consumer,San Diego,California,West,Furniture,Chairs,842.35,3,0.2,42.12,CA,Profit
Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Envelopes,23.47,3,0.2,7.63,TN,Profit
Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Binders,86.06,7,0.7,-63.11,TN,Loss
Second Class,Consumer,Johnson City,Tennessee,South,Technology,Phones,108.78,2,0.2,6.8,TN,Profit
Second Class,Consumer,Johnson City,Tennessee,South,Office Supplies,Paper,10.27,3,0.2,3.21,TN,Profit
Standard Class,Consumer,Tampa,Florida,South,Office Supplies,Binders,38.19,5,0.7,-26.73,FL,Loss
First Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,49.63,4,0.2,3.72,IL,Profit
First Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,52.1,4,0.2,3.91,IL,Profit
Standard Class,Consumer,Gilbert,Arizona,West,Office Supplies,Paper,9.57,2,0.2,2.99,AZ,Profit
Standard Class,Consumer,Gilbert,Arizona,West,Office Supplies,Storage,82.37,2,0.2,-19.56,AZ,Loss
Standard Class,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,364.7,6,0.2,-36.47,AZ,Loss
Standard Class,Consumer,Gilbert,Arizona,West,Furniture,Furnishings,40.26,4,0.2,11.07,AZ,Profit
Standard Class,Corporate,Knoxville,Tennessee,South,Office Supplies,Art,4.37,3,0.2,0.38,TN,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,12.13,4,0.8,-20.62,IL,Loss
Second Class,Consumer,Bloomington,Indiana,Central,Technology,Phones,134.85,3,0.0,37.76,IN,Profit
Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Art,8.56,2,0.0,2.65,GA,Profit
Standard Class,Consumer,Roswell,Georgia,South,Technology,Phones,239.97,3,0.0,67.19,GA,Profit
Standard Class,Consumer,Roswell,Georgia,South,Office Supplies,Storage,356.94,2,0.0,107.08,GA,Profit
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,659.9,2,0.0,217.77,CA,Profit
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,1684.75,6,0.2,210.59,CA,Profit
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,559.92,8,0.0,190.37,CA,Profit
Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,279.94,7,0.2,48.99,TX,Profit
Standard Class,Home Office,Bolingbrook,Illinois,Central,Office Supplies,Binders,9.98,5,0.8,-16.47,IL,Loss
Standard Class,Home Office,Texarkana,Arkansas,South,Technology,Accessories,48.9,5,0.0,18.09,AR,Profit
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Fasteners,3.55,3,0.2,1.24,TX,Profit
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Paper,15.55,3,0.2,5.44,TX,Profit
Standard Class,Consumer,Edinburg,Texas,Central,Office Supplies,Fasteners,2.37,2,0.2,0.83,TX,Profit
First Class,Consumer,Toledo,Ohio,East,Technology,Accessories,127.98,2,0.2,25.6,OH,Profit
Standard Class,Corporate,Baytown,Texas,Central,Office Supplies,Paper,10.37,2,0.2,3.63,TX,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,47.98,2,0.2,-1.2,PA,Loss
Second Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,270.34,14,0.0,75.7,CA,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,98.11,7,0.2,18.4,PA,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,563.81,4,0.2,21.14,PA,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,10.43,4,0.7,-6.95,PA,Loss
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,547.14,4,0.2,-68.39,PA,Loss
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,14.85,5,0.4,-3.22,PA,Loss
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,41.99,2,0.4,-9.8,PA,Loss
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,7.58,1,0.2,2.37,PA,Profit
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Bookcases,352.45,5,0.5,-211.47,PA,Loss
First Class,Consumer,Pearland,Texas,Central,Technology,Phones,470.38,3,0.2,52.92,TX,Profit
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,19.44,3,0.0,9.33,NY,Profit
Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,9.82,2,0.0,3.24,NY,Profit
Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Tables,801.6,5,0.5,-448.9,AZ,Loss
Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,161.57,2,0.2,10.1,AZ,Profit
